character,universe,page_length
Cerimul,New Earth,352314
Ceritak,New Earth,357441
Cerizah,New Earth,354451
Ch'p,Earth-508,359000
Ch'p,New Earth,377078
Ch'p,Tiny Titans,357178
Cha'rissa,New Earth,351460
Chameleon Collie,Earth-One,350600
Chaq,New Earth,353417
Charis-Nar,New Earth,368211
Charis-Nar,Prime Earth,353070
Chaselon,DC Animated Movie Universe,359899
Chaselon,Duck Dodgers,357654
Chaselon,New Earth,368701
Chey-Nu,Pre-Zero Hour,356103
Chronar,New Earth,350325
Chrysalis Hunter,Teen Titans TV Series,354869
Chthos-Chthas Chthatis,New Earth,362607
Chun Yull,New Earth,367431
Chun Yull,Prime Earth,367778
Clonus,Pre-Zero Hour,355372
Cobi,New Earth,368235
Cobi,Prime Earth,357810
Crystallar,Earth-Two,357227
Dag Wentim,Pre-Zero Hour,361229
Dark Angel,New Earth,382598
Dark Heart,DCAU,359521
Darlene Spritzer,New Earth,364672
Dartalg,Pre-Zero Hour,355451
Darthartheen,New Earth,352897
Dawg,New Earth,357845
Dawg,Prime Earth,354763
Dawlakispokpok,New Earth,356973
Dawnstar,Pre-Zero Hour,395336
Dawnstar Gr'ell,Post-Rebirth,360401
Death Kraken,Prime Earth,362970
Deathspawn,Earth 2,404324
Dennap,New Earth,353828
Deraegis,New Earth,360137
Desira,Earth-Two,375652
Despera,Future State,357652
Despero,DCAU,358259
Despero,Earth-16,352986
Despero,Earth-508,356640
Despero,New Earth,397239
Despero,Prime Earth,373764
Despotellis,New Earth,363338
Doomsday,Flashpoint Timeline,354750
Doomsday,Injustice,369632
Doomsday,Tiny Titans,356483
Doranchatok,New Earth,353077
Draaga,New Earth,360774
Drura Sehpt,Post-Zero Hour,351776
Drura Sehpt,Pre-Zero Hour,359870
El,The Coming of the Supermen,362379
Elvo,Pre-Zero Hour,353963
Entropy,Prime Earth,388504
Eris,Harley Quinn TV Series,354579
Ernest Widdle,New Earth,377390
Evane,Dakotaverse,356744
Exploder,Earth-One,355821
Exxorians,Exxorian,352068
Faern,New Earth,349351
Fenris,New Earth,356695
Fire People,Fire Peopl,352827
First of the Fallen,Arrowverse,374813
First of the Fallen,New Earth,385753
First of the Fallen,Prime Earth,363732
Flamina,Earth-Two,355720
Flood,Prime Earth,362191
Forager,Earth-16,361622
Furcifer,Arrowverse,367379
G'hu,New Earth,363589
G'nort,DCAU,362619
G'nort,Duck Dodgers,357500
G'nort,New Earth,379310
G'nort,Prime Earth,366917
G'nort,The Brave and the Bold,359454
G'nort,Tiny Titans,358234
Galius Zed,DC Animated Movie Universe,361082
Galius Zed,Duck Dodgers,359296
Galius Zed,New Earth,374014
Galius Zed,Tiny Titans,357466
Gall,Prime Earth,361099
Ganglios,Pre-Zero Hour,403185
Ganthet,Injustice,358211
Ganthet,New Earth,396749
Garryn Bek,New Earth,369966
Garth Ranzz,DCAU,356857
Garth Ranzz,SW6,380776
Garth Ranzz,Tiny Titans,352438
Garv,New Earth,356795
Gary Green,Arrowverse,361012
Gavyn,DCAU,355363
Gavyn,New Earth,365525
Gigorr,New Earth,358403
Gleek,Prime Earth,357869
Gleek,Super Friends,360538
Gleen,New Earth,358703
Glomulus,DC Legends,348503
Glomulus,Tiny Titans,359362
Glonth,New Earth,349948
God,Wildstorm Universe,356143
Grava,Pre-Zero Hour,357892
Green Man,New Earth,377493
Gretti,DC Legends,348497
Grev Mallor,Pre-Zero Hour,365033
Guardian of the River,Teen Titans TV Series,355279
Guardian of the Trees,Teen Titans TV Series,355423
H.I.V.E. Queen,Prime Earth,373544
Halk Kar,Earth-Two,354073
Hannu,New Earth,369867
Harlak,Pre-Zero Hour,352386
Hawkgirl,Lil Gotham,358454
Hellion,Superboy TV Series,357121
Herkimer,Prime Earth,352411
Herkimer,Scooby-Doo Team-Up,351908
Herkimer,The Brave and the Bold,361696
Hot Dog,Earth-One,349916
Hot Dog,Krypto the Superdog,351375
Humre Durgo,Pre-Zero Hour,350471
Husque,New Earth,348851
Hyathis,New Earth,359900
Hywyndr,Pre-Zero Hour,353552
Ice Man,New Earth,361189
Imogen,Arrowverse,370437
Imperator,Wildstorm Universe,364662
Imra Ardeen,Earth-Prime,366927
Imra Ardeen,Future State,357641
Imra Ardeen,Justice,379193
Imra Ardeen,Lego DC Heroes,381215
Imra Ardeen,SW6,380080
Imra Ardeen,Tiny Titans,353083
Invictus,Prime Earth,357849
Isamot Kol,Emerald Knights,360182
Isamot Kol,First Flight,361565
Isamot Kol,Injustice,361516
Isamot Kol,New Earth,370118
Itro,Prime Earth,355490
Itty,New Earth,351425
J'onn J'onzz,Amalgam Universe,355268
Jacob Grayson,The New Order,356503
James Olsen,Earth-One,446257
Jan Arrah,Future State,360585
Jan Arrah,Legion of Super-Heroes TV Series,354800
Jan Arrah,Post-Rebirth,360928
Jan Arrah,Pre-Zero Hour,388187
Jan Arrah,SW6,380242
Jarro,Prime Earth,365304
Jason Woodrue,DCAU,364118
Jason Woodrue,Earth-508,355322
Jason Woodrue,New Earth,390225
Javen,Wildstorm Universe,362239
Jayna,Prime Earth,361321
Jed Rikane,Pre-Zero Hour,355153
Jeka Wynzorr,DCAU,354508
Jeka Wynzorr,Post-Zero Hour,361027
Jemm,New Earth,378965
Jeremy Standish,Dark Genesis!,367736
Jo Nah,Batman 1966 TV Series,353902
Jochi,Prime Earth,369855
Jogarr,New Earth,351539
Joining,The Batman TV Series,358794
Jonas Glim,Justice League Action,351827
Jonas Glim,New Earth,365419
Jonathan Elliot,Earth-423,356378
Jonathan Samuel Kent,Booster Shot Future,360453
Jonathan Samuel Kent,Lego Batman,366372
Jonathan Samuel Kent,Super Sons,375813
Jonzz,Riddle of the Beast,353413
Jovian Metal Creatures,Jovian Metal Creature,355636
K'Raamdyn,New Earth,347166
Kaja Dox,Prime Earth,363369
Kal,Earth 32,364867
Kal-El,Justice League 3000,398793
Kal-El,Terra Occulta,360877
Kangas,Kanga,375665
Kanjar Ro,Earth-508,359551
Kanjar Ro,Scooby-Doo Team-Up,348771
Kara In-Ze,DCAU,386683
Kathy Branden,Batman in Bethlehem,351615
Kathy Branden,Prime Earth,370061
Katmos,Earth-One,353067
Kayla,Arrowverse,356114
Keeg Bovo,Prime Earth,352695
Kellic,Prime Earth,353671
Kendra Saunders,DC Legends,355597
Kiriazis,New Earth,357375
Kirk Quentin,Prime Earth,356805
Komand'r,The Brave and the Bold,350525
Koriand'r,Earth-22,355776
Kort Grezz,Pre-Zero Hour,365133
Kraken,Earth-One,355879
Kryb,New Earth,365815
Krypto,DC Legends,349491
Krypto,DCeased,364296
Krypto,Earth-508,356572
Krypto,Injustice,352613
Krypto,Lego Batman,365156
Krypto,New Earth,368201
Krypto,Prime Earth,377928
Krypto,Tiny Titans,371815
Kryptonite Kid,Earth-One,360394
Kryptonite Man,Earth-One,391793
Kulan Dar,Earth-One,356263
Kylstar,Earth-16,347960
Lady Styx,New Earth,361331
Lar Gand,Scooby-Doo Team-Up,379081
Larfleeze,DC Legends,359964
Larfleeze,Lego Batman,370822
Larfleeze,New Earth,387788
Larfleeze,Prime Earth,389605
Larfleeze,Tiny Titans,354817
Larvox,Earth-508,357915
Larvox,New Earth,365317
Larvox,The Nail,358377
Larvox,Tiny Titans,356853
Laura Kent,Celebration,387347
Laurel Kent,Earth 11,360279
Lea Lindy,Earth-One,386582
Lianna,New Earth,358287
Lilith (demon),New Earth,374340
Limina,New Earth,352230
Linnya Wazzo,Prime Earth,367370
Lobo,DC Legends,354622
Loma Shade,Prime Earth,358148
Lonocelu Ospho,New Earth,356173
Loo,New Earth,355053
Lucifer Morningstar,Lucifer TV Series,390805
Lucifer Morningstar,New Earth,412192
Lucifer Morningstar,Prime Earth,430187
Luornu Durgo,Batman 1966 TV Series,354243
Luornu Durgo,DCAU,353223
Luornu Durgo,Future State,359095
Luornu Durgo,Legion of Super-Heroes TV Series,385333
Luornu Durgo,Post-Rebirth,358716
Luornu Durgo,Pre-Zero Hour,389603
Luornu Durgo,SW6,380477
Lurlan Dupo,New Earth,351649
Luthor-El,Earth 3,358819
Lyla,New Earth,366541
Lyrissa Mallor,New Earth,359540
Lyssa Drak,New Earth,365451
Lyssa Drak,Prime Earth,362137
M'nagalah,New Earth,363069
Maash,New Earth,355445
Maelstrom,New Earth,391889
Magaan Van'n,New Earth,368404
Mammoth Miss,Earth-One,349924
Mammoth Mutt,Earth-One,350871
Mammoth Mutt,Krypto the Superdog,355500
Manny,Arrowverse,372186
Mano,Scooby-Doo Team-Up,354288
Mantis,Earth-16,368121
Mar Novu,Arrowverse,385897
Mar Novu,Sixth Dimension,375157
Mar'i Grayson,Earth-22,361330
Marij'n Bek,New Earth,355733
Markot Five,New Earth,356634
Marta of Thronn,Prime Earth,352431
Marya Pai,Pre-Zero Hour,359029
Massacre,New Earth,363603
Mastermind,Filmation Adventures,352099
Matris Ater Clementia,New Earth,364481
Maxima,DCAU,360308
Maxima,New Earth,376163
Maxima,Prime Earth,397483
Maxima II,Prime Earth,356403
Medphyll,New Earth,377777
Mera,New Earth,399856
Meta Ulnoor,Pre-Zero Hour,360358
Metatron,New Earth,359451
Mictlantecuhtli,New Earth,357158
Mikaal Tomas,Scooby-Doo Team-Up,355562
Miss Tribb,New Earth,359311
Mister Mind,Earth-508,358050
Mister Mind,New Earth,380526
Mister Mind,Scooby-Doo Team-Up,354286
Mister Mind,Tiny Titans,353742
Mnemoth,Arrowverse,368595
Mobius,Sixth Dimension,400590
Mogo,DC Universe Online,355756
Mogo,Emerald Knights,356369
Mogo,Green Lantern Animated Series,359396
Mogo,Injustice,362526
Mogo,New Earth,380405
Mogo,Prime Earth,374849
Mogo,The Brave and the Bold,357452
Mongal,New Earth,367460
Mongal,The Brave and the Bold,358465
Mongul,DCAU,362941
Mongul,Earth-508,355335
Mongul,Earth-One,384111
Mongul,Justice League Action,352855
Mongul,Scooby-Doo Team-Up,352499
Mongul,Superman Returns,349725
Mongul,World Without Young Justice,353913
Mongul I,New Earth,378844
Mongul II,New Earth,402533
Monitor,Earth-One,362280
Monitor,Tiny Titans,351122
Moose,New Earth,360940
Mope-Stattor Neer,New Earth,350566
Mordecai Shaw,Wildstorm Universe,367390
Morphea,Atari Force,353004
Mother Zed,New Earth,356084
Murl Wazzo,Post-Zero Hour,351159
Myrrt,New Earth,360002
Mystery,Prime Earth,385764
Nat Nat,DC Legends,349369
NautKeLoi,New Earth,365404
New Gods,New God,376792
Nimbus,New Earth,360376
Nix Uotan,Infinite Crisis Video Game,378434
Norchavius,New Earth,362872
Norfulthing,New Earth,370322
Nosyarg Kcid,Scooby-Doo Team-Up,348331
Nura Nal,Post-Rebirth,363485
Nura Nal,Pre-Zero Hour,367676
Nyorlath,Justice League Action,355307
Oaa Tseldor,Pre-Zero Hour,356977
Oceanus II,New Earth,356583
Oho-Besh,New Earth,357967
Omar Magz,Post-Zero Hour,350054
Ontiir,Pre-Zero Hour,358587
Optiman,Earth 36,358284
Osira,New Earth,355981
Osiris,Prime Earth,364876
Overmaster,New Earth,364025
Parry,Teen Titans Go! TV Series,349490
Pathavim Seth-Ottarak,New Earth,362561
Paw Pooch,Earth-One,349461
Paw Pooch,Krypto the Superdog,349503
Pazu Pinder Pol,New Earth,351946
Pazuzu,Arrowverse,372595
Penelops,Emerald Knights,362581
Penelops,New Earth,371412
Peraxxus,Prime Earth,363305
Perrilus,Prime Earth,384341
Persuader,Legion of Super-Heroes TV Series,354306
Pol,Earth-One,350310
Pol Krinn,Pre-Zero Hour,394754
Precious,New Earth,358675
Preserver,DCAU,352176
Primaa,Prime Earth,354292
Prohl Gosgotha,New Earth,360573
Projectra Wind'zzor,SW6,381126
Prophetic Pup,Earth-One,352316
Proty,Tiny Titans,356032
Pyra,Earth-AD,375817
Qi'Qi,New Earth,353954
Queen Eve,Earth-Two,373186
Querl Dox,Earth-22,406087
Querl Dox,Earth-Prime,385564
Querl Dox,Future State,362265
Querl Dox,Legion of Super-Heroes TV Series,384564
Querl Dox,Post-Rebirth,358229
Querl Dox,Post-Zero Hour,388542
Querl Dox,Pre-Zero Hour,453813
Querl Dox,SW6,379635
Quislet,Pre-Zero Hour,382088
Raga,Prime Earth,356101
Raguel,Prime Earth,357273
Ranakar,New Earth,355103
Raof,New Earth,349871
Rasputin Widdle,New Earth,363133
Ratchet,New Earth,354375
Rath,Justice League Action,357057
Ray-Lan,Smallville,358290
Reep Daggle,Earth-Prime,386122
Rees-Van,New Earth,358094
Regis Slzfi,Wildstorm Universe,359575
Reign,Prime Earth,453622
Rendll,Prime Earth,352778
Reno Bryce,Wildstorm Universe,375822
Rex Stewart,DCAU,384189
Rex Stewart,Hush Beyond,367707
Rogol Zaar,Prime Earth,361640
Roho,Prime Earth,350592
Rokk,DCAU,353919
Rokk,Earth-508,353462
Rokk,Earth-One,359214
Rokk Krinn,Batman 1966 TV Series,354096
Rokk Krinn,DCAU,355433
Rokk Krinn,Earth-149,362274
Rokk Krinn,Earth-172,375397
Rokk Krinn,Earth-Prime,369914
Rokk Krinn,Post-Rebirth,361078
Rokk Krinn,Post-Zero Hour,367571
Rokk Krinn,Pre-Zero Hour,408399
Rokk Krinn,SW6,380763
Rokk Krinn,Tiny Titans,353535
Rol Purtha,Earth-Prime,382186
Romgan Shay,Prime Earth,353871
Rot Lop Fan,New Earth,366967
Rrara,Earth-One,351085
Salakk,First Flight,357884
Salakk,Tiny Titans,358215
Salden,Just Imagine,366106
Salu Digby,DCAU,354441
Salu Digby,Legion of Super-Heroes TV Series,358262
Salu Digby,Post-Rebirth,356322
Salu Digby,Pre-Zero Hour,388732
Salu Digby,SW6,380064
Sandy Anderson,Post-Zero Hour,363397
Sara Lance,Arrowverse,430287
Savage Fire,Dark Multiverse,357804
Sayd,New Earth,367055
Saysoran,Prime Earth,353845
Sazu,New Earth,347545
Sebaeos,Wildstorm Universe,372019
Sendrina,New Earth,356940
Shagrek,Pre-Zero Hour,380235
Sheko,Prime Earth,357789
Shepherd II,Prime Earth,361678
Silver Shield,New Earth,361621
Silvou Durgo,Pre-Zero Hour,350579
Singularity Jain,Prime Earth,372890
Sirius,New Earth,353945
Sirket,New Earth,353567
Skallox,New Earth,353776
Skorch,Prime Earth,352561
Skwaul,New Earth,354816
Smite,New Earth,357331
Sn'Hoj,New Earth,355437
Snow,Prime Earth,355833
Sodam Yat,Prime Earth,375254
Solaar,New Earth,349961
Sorban,Earth-508,353552
Sorban,Earth-One,359233
Space Dolphins,Space Dolphin,354603
Space Kraken,Space Krake,367396
Spak-Drom,New Earth,361825
Splyce,Prime Earth,358956
Spol,DCAU,356433
Sssearr,Prime Earth,355945
Star Adam,Prime Earth,356197
Starbreaker,New Earth,387237
Starbreaker,Prime Earth,353563
Starfire,New Earth,360623
Starrla,Earth 11,359988
Starro,Arkhamverse,349945
Starro,Earth-508,364103
Starro,New Earth,393987
Starro,Tiny Titans,361658
Stel,New Earth,365310
Su-Lehmon,New Earth,362888
Subjekt-17,New Earth,362658
Supreema,Earth-Two,351786
Susan Maguire,DCAU,360027
Syl'Khee,Prime Earth,352947
Symon Terrynce,New Earth,362888
Tail Terrier,Earth-One,349370
Tail Terrier,Krypto the Superdog,350095
Takehiko,New Earth,358249
Taker,New Earth,347672
Tal Obrin,Pre-Zero Hour,356703
Tallahe,Prime Earth,354047
Tammal Tayn,DC Legends,349559
Tara Markov,Team Titans,367720
Tara Markov,Titans Tomorrow,359044
Taren,New Earth,360789
Tarna Tolarn,Pre-Zero Hour,348885
Tasmia Mallor,Batman 1966 TV Series,357027
Tasmia Mallor,Post-Rebirth,357586
Tasmia Mallor,Post-Zero Hour,362330
Tazzala,New Earth,350725
Tempus Fuginaut,Prime Earth,357879
Tetras,Dakotaverse,356936
Thaal Sinestro,Futures End,367548
Thao-La,Prime Earth,356946
Tharok,Scooby-Doo Team-Up,356670
The Brothers Three,Sixth Dimension,358097
Theodoric,New Earth,358991
Thom Kallor,Batman 1966 TV Series,354133
Thomas Keith,Earth-One,352564
Thormon Tox,New Earth,356478
Thought-Beasts,Thought-Beast,405730
Thul-Kar,Earth-One,372403
Thwarcharchura,New Earth,354178
Ti'julk Mr'asz,DCAU,377623
Ti'julk Mr'asz,Post-Zero Hour,395131
Time Creature,Earth-One,353812
Time Monster,Earth-Two,355472
Tinya Wazzo,DCAU,354261
Tinya Wazzo,Post-Rebirth,360230
Tinya Wazzo,Pre-Zero Hour,386362
Tinya Wazzo,SW6,380377
Titus,New Earth,356165
Toghurrhu,Prime Earth,354994
Tolos,New Earth,353559
Toris,Prime Earth,355131
Torquemada,New Earth,359449
Tri-Eye,New Earth,360294
Tsavo II,Prime Earth,349391
Tur-Tel,Earth-One,351168
Turytt,New Earth,357743
Tusky Husky,Earth-One,349161
Tusky Husky,Krypto the Superdog,352420
Tyyde,Prime Earth,377148
Ugg-I,New Earth,357626
Ultra,Prime Earth,356474
Ultra-Humanite,Prime Earth,366042
Ultra-Monitor,Sixth Dimension,357933
Ultraa,New Earth,351700
Ultraa,Prime Earth,355104
Ultraman,Earth 43,375138
Ultraman,Earth-Three,377618
Umbrax,Prime Earth,367976
Uriel,New Earth,357224
Uthool,Justice League Action,358823
V'lana,New Earth,358332
Vanessa Volt,Prime Earth,353729
Vartox,New Earth,362124
Vartox,Prime Earth,354250
Vax,Prime Earth,350944
Venizz,New Earth,355988
Victor Stone,New Earth,409549
Victoria Viceroy,Prime Earth,353432
Volk,New Earth,355414
Vortex,New Earth,355785
Voss,New Earth,361623
Voz,New Earth,365428
Vril Dox,DC Legends,360198
Vril Dox,DC Universe Online,349752
Vril Dox,Earth-508,353680
Vril Dox,Injustice,369322
Vril Dox,Scooby-Doo Team-Up,363733
Vril Dox,Unbound,369354
Wanda,Earth-9,360251
Warth,New Earth,354214
Weird,Prime Earth,350805
Wildstar,New Earth,358794
Wilimena Vauxhall,Post-Rebirth,361932
Wisdom,Prime Earth,386018
Wonder,Prime Earth,385507
Wonder Boy,Quality Universe,357189
Worldkiller-1,Prime Earth,390384
Wraith,Prime Earth,365674
Xanthos,Earth-One,347094
Xanthos,Prime Earth,349602
Xax,New Earth,360598
Xola Aq,Post-Rebirth,362875
Xtar,New Earth,351555
Xum,New Earth,364936
Xviar,Earth-One,368765
"Yggardis, the Living Planet",Earth-One,353788
Yrra Cynril,New Earth,392787
Yrra Cynril,Prime Earth,371285
Z'kran Z'rann,Prime Earth,365364
Zac Ares Bandet,New Earth,359131
Zan,Prime Earth,363056
Zazzala,DCAU,358601
Zazzala,Earth-508,354007
Zazzala,New Earth,386947
Zazzala,Prime Earth,364827
Zborra,New Earth,366478
Zeus,DC Extended Universe,364429
Zeus,DC Universe Online,364020
Zeus,Prime Earth,383704
Zilius Zox,New Earth,355426
Zoe Saugin,DCAU,375444
Zoe Saugin,Post-Zero Hour,373151
Zuggernaut,New Earth,360660
Zulian Maletarians,Zulian Maletarian,356634
Zymyr,Pre-Zero Hour,355630
A.J.,New Earth,378159
Albart,New Earth,372082
Alloroc,New Earth,373970
Andrina Curry,Future State,385529
Andrina Curry,Prime Earth,380518
Anna Curry,Earth-11,374058
Aquaduck,Earth-C-Minus,350422
Aquagirl,Teen Titans TV Series,347709
Aquagirl,Tiny Titans,360982
Aqualad,Teen Titans Go! TV Series,359518
Aqualad,Teen Titans TV Series,363217
Aquaman,Crisis on Two Earths,378955
Aquaman,DC One Million,398459
Aquaman,Earth-D,352018
Aquaman,Earth-Two,368392
Aquaman,Mortal Kombat vs. DC Universe,358471
Aquaman,Teen Titans Go! TV Series,359107
Aquaman,Teen Titans TV Series,355766
Arni Ajar,Prime Earth,360757
Arthur Curry,Blackest Day,354021
Arthur Curry,DC Bombshells,350987
Arthur Curry,DC Extended Universe,400682
Arthur Curry,DC Super Friends Web Series,358503
Arthur Curry,Earth-149,362309
Arthur Curry,Earth-508,370176
Arthur Curry,Filmation Adventures,360357
Arthur Curry,Future State,363534
Arthur Curry,Futures End,374642
Arthur Curry,Harley Quinn TV Series,385322
Arthur Curry,Injustice,416327
Arthur Curry,Justice,365093
Arthur Curry,Lil Gotham,379108
Arthur Curry,Super Friends,380412
Arthur Curry,The Wild Storm,374590
Arthur Curry,Tiny Titans,364665
Arthur Curry,Trapped In Time,379731
Arthur Curry,Where the Light Cannot Reach,378364
"Arthur Curry, Sr.",The Brave and the Bold,387915
Arthur Joseph Curry,New Earth,387987
Arthur McKenzie,Amalgam Universe,378336
Artur,Earth-16,373668
Atlan,Prime Earth,399032
Atlanna,DC Animated Movie Universe,376998
Atlanna,DC Extended Universe,378494
Atlanna,New Earth,383112
Atlanna,The Brave and the Bold,350133
Atlanteans,Atlantean,379514
Barracuda,Earth-8,351181
Barracuda,Earth-One,352638
Bazil,New Earth,368226
Beluga Boy,Earth-16,353183
Black Manta,Injustice,367614
Caille,Prime Earth,371129
Calvin Durham,Earth-16,371397
Calvin Durham,New Earth,380571
Captain Demo,New Earth,375569
Carcharo,New Earth,358699
Cerdian,New Earth,374633
Charybdis,New Earth,378732
Clayface,Harley Quinn TV Series,376927
Coombs,Prime Earth,358883
Cora,New Earth,373841
Coral,Earth-16,352896
Creature from Jones Lake,Teen Titans TV Series,354033
David Hyde,Harley Quinn TV Series,375507
David Hyde,Prime Earth,462830
Deborah Perkins,New Earth,381600
Devil Fish,Pre-Zero Hour,346671
Dob Zagil,New Earth,366879
Dolphin,Created Equal,348978
Dolphin,Earth-16,359164
Dolphus,Impact,351945
F'ancha,New Earth,355760
Fin,Prime Earth,359244
Fish-Men of Nyarl-Amen,Fish-Men of Nyarl-Ame,350885
Fisherman,Future State,361810
Fisherman,New Earth,383156
Frank Halloran,New Earth,357415
Gamemnae,New Earth,372312
Garn Daanuth,New Earth,394797
Garth,Earth-1,353131
Garth,Earth-16,386791
Garth,Earth-22,375527
Garth,Flashpoint Paradox,373361
Garth,New Earth,414137
Garth,The Brave and the Bold,370940
Garth,Tiny Titans,363306
Gole,New Earth,361175
Gole,Prime Earth,371730
Grace Balin,Prime Earth,353402
Guppy,Prime Earth,351619
Hard Rock,Tiny Titans,352807
Harleen Quinzel,New Earth,395214
Hila,Earth-One,363179
Hila,New Earth,376399
Jackson Hyde,Future State,372614
Jackson Hyde,Injustice,376763
Jackson Hyde,Prime Earth,420743
Jacqui Hyde,Earth 11,365020
Jaffar,New Earth,361932
Jaffar,Prime Earth,371847
Jake Pollen,Smallville,352536
